Date,Heading,Article,Category,Paper,Link,City
2016-11-26 16:37:00,Demonetisation: Militancy reeling under impact,"TURA: Militant groups and small criminal gangs operating in the Garo Hills region in Meghalaya have been hit the hardest following demonetisation, police said.    Suddenly there is an unusual silence and there is no report of any kind of kidnapping and extortion and this is all because of the demonetisation effect which has become a boon for small time traders, businessmen and even farmers, they said.    ""It gave them no way to push the money back into the banking system given that deposits are being fully monitored by all teams, including Income Tax, police and the like.    Militancy has been depressed by the sudden announcement of the prime minister,"" said South Garo Hills (SGH) police chief, Anand Mishra.    South and East Garo Hills are both known as militancy hotbeds with the dense forest cover of Durama Hills providing natural shelter for them.    The Garo National Liberation Army (GNLA) and ASAK groups are the most active in the region and have been at the heart of all militant activities in the region, though splinter groups have also done their bit.    It is widely suspected that more than 500 crores lies in the hands of militant groups, mostly with the GNLA    ""This is a body blow for them as they have to bring out the money they stashed meaning a fear of exposure. We are also keeping a very close tab on amounts being deposited and have identified dozens of sympathisers and over ground workers of the group. Come January and we may fall short of jail space,"" added SP Mishra.    Banks in all districts have been asked to provide information on suspicious deposits as was confirmed by banks when contacted.",india,toi,http://timesofindia.indiatimes.com//india/Demonetisation-Militancy-reeling-under-impact/articleshow/55636297.cms,
2016-11-28 00:40:00,Rally held to spread word on demonetization,"Coimbatore: BJP state vice-president Vanathi Srinivasan and more than 20 cadres conducted an awareness campaign regarding demonetisation and against the opposition of political parties and their proposed bandh on Sunday.Political parties across the board have raised oppositions against the Centre's move to demonetize the 500 and 1000 notes. The Left parties called for a nationwide bandh against demonetisation on Monday. The DMK and VCK have supported the bandh and are planning to stage similar protests across the state on Monday.The BJP's Coimbatore unit conducted a rally at Gandhipuram area in the city on Sunday, to spread word awareness about the demonetisation, requesting shopkeepers and hawkers not to support the bandh.BJP appealed to the public and traders to not be swayed by parties, who didn't raise their voices against multiple scams such as the 2G scam, hike of electricity charge, sand smuggling.Vanathi Srinivasan told media persons that Prime Minister Narendra Modi's surgical strike on black money was received well by the people. ""The Union government has been taking steps to increase the circulation of the Rs2000 and the new Rs500 currency notes. The PM's move was to prevent the flow of black money in the country,""",city,toi,http://timesofindia.indiatimes.com//city/coimbatore/Rally-held-to-spread-word-on-demonetization/articleshow/55656043.cms,coimbatore
2016-11-27 08:33:00,Brigade Road store owners bear brunt of demonetization,"BENGALURU: Shops lining Brigade Road - a bustling thoroughfare in the heart of the city - that deal mainly in cash have been hit hard by the Centre's move to demonetise Rs 500 and Rs 1,000 notes.    Suhail Yusuf, president of Brigade Road Establishment s Association, said that weekend business had dropped by 70% since November 8. ""Average weekend transaction on Brigade Road is approximately Rs 10 crore, largely because of the big brands on the road. But, they have also been impacted by demonetization,"" he said.    There has been a perceptible decrease in the number of people on Brigade Road in the wake of the Centre's move, observed a few shop owners on the street. Some of the owners have been in business on the road for over 50 years, while a few set up shop as recently as four years ago. However, all of them appear to be grappling with the same predicament. On average, the stores have seen business go down by 35% in the past two weeks.    Manager of the Louis Phillipe outlet on Brigade Road, Shangrei said, ""Sales at the store have dropped from Rs 30 lakh to Rs 20 lakh since demonetisation.""    Although Waffle Stories and Victory Dry Cleaners managed to recover from the sudden withdrawal of the two high currency notes, business continues to b lean at Geetha Export Garments. Owners without any facility to accept payment by card have suffered a double blow, since payment by credit and debit cards have witnessed a spike since November 8.    Hawkers plying their wares on the street side contend that the larger stores have remained largely unaffected. For the past 40 years, KA Raju has been selling books off a trolley. However, his business has been suffered badly in the past two weeks. ""I haven't had great sales in the past two weeks,"" he said.    However, the owners and shopkeepers believe that the situation will change for the better by the end of the year, and business will return to normal soon.",city,toi,http://timesofindia.indiatimes.com//city/bengaluru/Brigade-Road-store-owners-bear-brunt-of-demonetization/articleshow/55642856.cms,bengaluru
2016-11-27 01:26:00,Demonetisation: Dalits to hold 'Maha Sangram' rally today,"NEW DELHI: Dalits, tribals and minorities are set to respond to Prime Minister Narendra Modi's note ban move on Sunday when they gather at the Ramlila grounds for 'The Maha Sangram' rally to protest against atrocities against Dalits, tribals and minorities across the country. The rally comes months before elections in several states including UP and Punjab where Dalits comprise a sizeable electoral chunk.    The demonetisation issue is going to be one of the main talking points at the rally where Dalits, adivasis and minorities and their leaders will be present. ""The idea of holding the rally in Delhi during the winter session is to make the political classes hear their voices loud and clear,"" said Ashok Bharti, Dalit activist and chief coordinator of the rally. This rally is an outcome of the movement against Dalit atrocities that started after some youths were beaten up by cow vigilante groups in Una in Gujarat. The leaders plan to declare at the Ramlila grounds whether they plan to support the country-wide protest against demonetisation on Monday.",india,toi,http://timesofindia.indiatimes.com//india/Demonetisation-Dalits-to-hold-Maha-Sangram-rally-today/articleshow/55643764.cms,
2016-11-26 16:50:00,Demonetisation deals a blow to FICN: BSF,"SHILLONG: Demonetisation has dealt a blow to fake Indian currency notes (FICN) racketeers in Meghalaya who operate along the porous international border with Bangladesh, a BSF official has said.    Since the demonetisation move earlier this month, there has been no report of seizure of fake Indian currency notes by BSF in the state, which shares a 443 km-long border with Bangladesh, a senior BSF officer told PTI.    The force had seized Rs 63,500 fake currency this year but none since the demonetisation due to the high vigil maintained at the vulnerable spots at the border and the major economic decisions made by the Centre, he said.    Intelligence inputs gathered indicated that demonetisation has rendered helpless the FICN racketeers who had big plans to push these notes into the markets and destabilise the nation, the officer said.    BSF is maintaining high vigil in areas identified as vulnerable to racketeers taking advantage of the government's relaxation to transact using old Rs 500 notes, he said.    The border has some of the most treacherous terrain pockets which rendered it porous and hence accessible to FICN racketeers who include militants and cross border criminal gangs.    He said during the last five years BSF have seized FICN of face value of about Rs 10 lakh from the porous stretches in Meghalaya and the racketeers apprehended included 14 Indian and 37 Bangladesh nationals.    BSF has identified the bordering districts of South Garo Hills, South West Khasi Hills, East Khasi Hills, West and East Jaintia Hills districts as vulnerable.    Last year, there was least detection and apprehension of fake notes and the BSF seized only Rs 12,500 in South Garo Hills district.    The highest seizure made in the last five years was in 2012 and 2013 when the BSF seized Rs 5,55,000 and Rs 2,51,000 fake notes and arrested 31 Bangladesh nationals and 12 Indian racketeers, the official said.",india,toi,http://timesofindia.indiatimes.com//india/Demonetisation-deals-a-blow-to-FICN-BSF/articleshow/55636564.cms,
2016-11-27 12:47:00,Demonetization move has halved Mumbai crime rate,"Mapusa: The country is already witnessing the positive effect of demonetization as the crime rate has slumped in Mumbai, the financial capital of the country, Union defence minister Manohar Parrikar said on Saturday.    Addressing Bharatiya Janata Party's (BJP) Vijay Sankalp rally in Aldona, Parrikar said that following the demonetization of 500 and 1,000 bank notes, murder rates have come down by half in Mumbai. ""One of my friends from Mumbai told me that supari killing (contract killing) has dwindled now as there is no money to make payment for the supari,"" Parrikar said, adding, ""Over the past 20 days, the murder rate has halved in Mumbai"".    Parrikar said that movement of drugs has collapsed in Mumbai and the crime graph in the metropolitan city is decreasing because of the demonetization effect.    ""Khandani (extortion) which the builder used to give has stopped, as there is no value for the notes,"" Parrikar said.    Addressing the impressive gathering, which BJP claimed will decide the election in favour of the saffron party, Parrikar said that demonetization has been wiping out the drug menace, terror funding, fake notes and black money.    ""After demonetization, people have realized that the economic backbone of India is strong,"" Parrikar said. ""There is peace at the borders as we have no tolerance for peace violation,"" he said.    ""If they fire one at us, we will fire two at them. We would not like to have a war, but if someone looks at us in the wrong manner, we will not hesitate to hit their eyes,"" Parrikar said. BJP leaders also praised the work executed by local member of the legislative assembly (MLA) Glen Ticlo.    BJP is currently holding Vijay Sankalp meetings in several constituencies of Goa, which will go to the polls early next year.",city,toi,http://timesofindia.indiatimes.com//city/goa/Demonetization-move-has-halved-Mumbai-crime-rate/articleshow/55643669.cms,goa
2016-11-27 14:26:00,Demonetisation effect: NRI record holder left cashless,"VADODARA: The demonetisation move has had its impact even on the gutsy NRI woman who is recently in news for creating world record by becoming first solo woman to drive through the Arctic Circle.    UK-based Bharutala Kamble, who has her roots in Navsari district of south Gujarat, had faced cash crunch, when she landed in India after driving through 32 countries, 32,000 kilometres, nine mountain ranges, three major deserts and nine time zones.    ""I entered India on November 8 - the same day when Prime Minister (PM) Narendra Modi made the announcement about demonetisation of old currency notes. I had no cash with me and I too had to face some problems,"" said Kamble, who entered India at the Moreh Check Post in Manipur after covering distance of over 32,000 km.    ""But I received overwhelming help from commoners as well as army personnel. A brigadier who helped me with accommodation also provided me some cash for my onward journey. ,"" said Kamble, who was personally welcomed by the PM on her arrival to New Delhi. Kamble, 43, is a lawyer and former civil servant of the British government. She began her solo car journey on September 13 from U K to India via the Arctic Circle.    She completed her first record on September 28 and became the first woman in the world to undertake and complete solo car driving expedition through the Arctic Circle.",city,toi,http://timesofindia.indiatimes.com//city/vadodara/Demonetisation-effect-NRI-record-holder-left-cashless/articleshow/55643217.cms,vadodara
2016-11-27 05:47:00,Businesses in Camp fall silent post-demonetisation,"PUNE: Sheikh Imran mans a small apparel shop around MG Road's shopping area. Like his retired father did, he sells t-shirts, illustrated with recent trends and memes. But for the past two weeks, his routine has been to idle around at his shop for a while and make the rounds of the bank where he holds an account.    ""I stay in the shop until the time I have to go to the bank for exchanges or deposits. I sometimes have to shut my shop and go. Lekin kuchh farak nahi padta hai (But it doesn't make much of a difference). There are no sales. So I might as well shut shop and go,"" Imran said in a resigned tone.    Two weeks after demonetisation, Imran and his fellow businessmen in Camp have seen their sales fall off a cliff. For a business area whose sustenance is hard cash, the sudden almost-elimination of currency from people's wallets has hit sales and traders hard, especially the ones who sell perishables like bakeries and other eatables.    ""We sell bread and biscuits and other bakery items because of which we deal with large amounts of cash every day. But for the past two weeks, sales have dropped largely. We have to make less and less products with every passing day, because no one has any money to buy anything from us,"" Arun Mane, who works at an old bakery near Shivaji Market, said.    The ripple effect can be seen everywhere on the street. Parking space, coveted in the area, is shockingly easy to find, with the parking attendants mostly idling away.    ""Parking of cars and bikes has reduced over the past few days. Generally, they belong to people not living here and to shoppers, but they haven't been coming for a few days,"" a Pune Cantonment Board (PCB) parking attendant said.    The use and acceptance of credit and debit cards in the area is markedly low, expected in an area where businesses have dealt in cash, often for a century, and suddenly find themselves adrift.    ""I would say only 10 to 15% of the businesses out here use cards and e-wallets, the rest deal in cash. Many have done business only in cash for many decades, and they have to adapt to new technologies. It is obviously difficult for them,"" Anand Kochhar, chairman of the Pune Camp Merchants' Association, said.    He added that while demonetisation is ""good"", it could have been planned in a better way, such as dispensing a higher number of smaller denomination notes.    ""Sales are down more than 60-70%. People do not have cash to buy anything, and even if they do, all they have is Rs 2,000 notes. Where will our businessmen get change when most purchases do not exceed about Rs 500-600? The RBI should have introduced the Rs 500 notes first. I haven't seen a single one till now. Unless that is introduced, our businesses will continue to suffer,"" he said.",city,toi,http://timesofindia.indiatimes.com//city/pune/Businesses-in-Camp-fall-silent-post-demonetisation/articleshow/55642944.cms,pune
2016-11-27 09:10:00,Council polls could be a vote on demonetisation,"NAGPUR: The elections on Sunday for 147 municipal councils and 18 panchayats across the state could well reflect what the voters think about Narendra Modi government's demonetisation move. Of the local bodies going to polls on Sunday, 61 are in Vidarbha.    In their hectic campaign in Yavatmal, Akola, Washim, Amravati, Buldhana and Wardha districts this week, chief minister Devendra Fadnavis as well as state Congress president Ashok Chavan focused on the same issue.    Terming it as a historical move in the interest of the country, Fadnavis tried to convince voters that Modi's decision to outlaw denomination notes of Rs 1000 and Rs 500 would root out Naxalism, terrorism and corruption.    Contradicting Fadnavis, Chavan highlighted the inconvenience caused to common people, the long queues in the banks and the dip in business activities in the last two weeks.    The local-body elections will be held in four phases with voting scheduled on November 27, December 14, 18 and January 8.    For the first time in these elections, voters of 192 of 212 municipal councils will directly elect the chairman of their council. This has led to increase in the involvement of top political leaders as compared to earlier local-body polls. With direct elections, larger parties have contested candidates and hope to have control on them. Till last elections, smaller parties, smaller parties, with local flavour, had bigger role in such elections and in the end unusual combinations were struck for power.    Besides this, a panel system too has been adopted. There will be two panels of two wards each for the municipal councils. A cabinet committee headed by Fadnavis invited suggestions and objections from local representatives and accordingly recommended the changes. Then, municipal law was amended for direct election of council chairman.    A senior state government official said the decision was mostly politically motivated, mainly to overcome caste or gender-based reservation of wards and ensure local political leaders didn't lose their voters due to their wards being reserved for a particular category.",city,toi,http://timesofindia.indiatimes.com//city/nagpur/Council-polls-could-be-a-vote-on-demonetisation/articleshow/55640643.cms,nagpur
2016-11-27 07:54:00,Demonetisation: Kejri meets kin of man who killed self,"AMRITSAR: Aam Aadmi Party (AAP) supremo Arvind Kejriwal visited the family of Amritsar man Ravinder Singh Pannu, who had committed suicide on November 23 after his bank had not let him withdraw Rs 2.5 lakh from his account for the marriage of his daughter.    Kejriwal met Pannu's family members at their house in Mujju Pura village near Fatehgarh Churian, Amritsar, and condoled their loss. After meeting the family, Kejriwal yet again appealed to Prime Minister Narendra Modi to withdraw the decision to demonetise Rs 500 and Rs 1,000 notes. ""With folded hands, I am appealing to Modi ji to leave his stubbornness. Conditions are worsening by each day; please revoke your decision,"" he said.    A relative of Pannu said the marriage was scheduled for December 5, but Pannu went into depression after the bank did not let him withdraw his own money. ""It is strange that the manager asked him to withdraw only Rs 2,000; that too for the marriage. This is happening all over the nation,"" Kejriwal said.    The president of Akal Purakh Ki Fauj and former Shiromani Gurdwara Parbandhak Committee (SGPC) member, Jaswinder Singh Advocate, joined AAP during Kejriwal's visit to Amritsar. The AAP supremo also visited Jaswinder's house and had a 15-minute meeting with him.    Jaswinder said he would be canvassing for AAP across Punjab and would mobilize support for the party. Jaswinder is also a core committee member of Panthic Talmel Sangathan, a conglomerate of over a hundred Sikh religious and intellectual groups.",city,toi,http://timesofindia.indiatimes.com//city/chandigarh/Demonetisation-Kejri-meets-kin-of-man-who-killed-self/articleshow/55643705.cms,chandigarh
2016-11-27 07:39:00,"Rush to shopping zones, malls as city takes break from demonetisation blues","KOLKATA: Aveek Mukherjee was standing in a long queue on Saturday evening. Only, this time it was not outside a bank or an ATM to withdraw cash but at the box office of a multiplex to buy tickets for SRK starrer 'Dear Zindagi'.    Retailers spotted green shoots of recovery in leisure spending on Saturday when people thronged malls, eateries and queued up to grab a show of 'Dear Zindagi'.    Demonetisation had pushed leisure spending to the back burner with people spending most of the times outside the banks and ATMs struggling to withdraw money to meet their expenses.    But retailers spotted some recovery on the first 'free' Saturday since the demonetisation demon choked spends in nearly every household and forced people to spend long hours in queues to withdraw their money from banks. Kolkata broke the fetters and were out in strong numbers to shop and enjoy normal life, albeit for a day.    In the traditional shopping zones of New Market in central Kolkata, Gariahat in south and Hatibagan in north, a sea of shoppers descended on Saturday afternoon. Homemaker Kaberi Roy, who was out to shop with her daughter Sarmistha Saha and grandson Sumannu, couldn't contain her delight.    ""It feels great to be out after staying put at home fearing unnecessary spends. Since spends have been extremely conservative, it has led to forced saving. The mood has also been rather grim. So I decided to call my daughter over for retail therapy. Just arriving at New Market and seeing the crowd of shoppers has lifted the spirit,"" said Roy.    Also out to shop was bank employee S Biswas and his wife. After sustaining incredible pressure at the bank, it was the first Saturday off in November and he intended to make the most of it. ""I didn't want to waste the day staying indoors. All these days, I have been shuttling between home and office. No one's sure what happens next with month beginning to reckon with. So I decided to make the most of Saturday,"" he remarked.    S S Hogg Market Traders' Association president Ashok Gupta said several reasons led to the high turnout after the market being deserted for over a fortnight. ""This is marriage season and people have to buy gifts. Also, winter is round the corner and warm clothes have to be bought. And how long will you postpone everything? I think people needed a release and they have come out to shop and have a good time,"" he said.    The Left Front parties have called a general strike on Monday. Though the government has assured that it will keep the city on the move, people did not seem they wanted to take any chances.    Many wanted to make the most of the good times till they lasted. ""Abhi haath main paisa hai to thora kharach kar lete hain. Kya pata kal ho na ho (Let us have a good time till we have money to spend. You never know what will happen tomorrow),"" said Randhir Agarwal, a businessman who was out for a drink on Saturday with his friends.    The Reserve Bank of India is apprehending a crisis from the beginning of next month when salaries will be paid and it will be time for people to spend on fixed overheads like wages, rent and bill. ""We are gearing up to meet that situation,"" said a Reserve Bank of India official.",city,toi,http://timesofindia.indiatimes.com//city/kolkata/Rush-to-shopping-zones-malls-as-city-takes-break-from-demonetisation-blues/articleshow/55642687.cms,kolkata
2016-11-27 13:01:00,JD(U) opposes bandh called by opposition against demonetisation,"PATNA: Bihar CM Nitish Kumar's party JD(U) is not going to support the nationwide bandh on November 28 called by the other opposition parties in the country against demonetisation of Rs 1000 and Rs 500 notes. The decision was taken at a meeting of senior JD(U) leaders and chaired by Nitish on Saturday. Nitish even conveyed the decision to Congress and RJD which are supporting the bandh call.    JD(U) sources said while senior party functionaries K C Tyagi and RCP Singh were called from New Delhi, state president Bashishtha Narayan Singh had to leave the meeting of state office-bearers and rush to attend the deliberations.    ""Our party's national president  Nitish Kumar has been supporting the demonetisation+  decision from the first day. There are some problems in implementing the decision, but that does not mean anyone in the party is against demonetisation. Rather, we want even more steps like check on 'benami' property in the country,"" Singh said and added, ""Our party is not in support of the bandh called on November 28.""    On whether JD(U) was approached by other parties for supporting the bandh, Singh said, ""We were not approached and, therefore, no question of supporting the bandh.""    Sources said after the meeting, Nitish even called RJD boss Lalu Prasad and state Congress president Ashok Choudhary, who is also a minister in his cabinet, to inform them about his party's stand on the issue.    When asked about the Uttar Pradesh election and  talks of rift in the Grand Alliance partners in Bihar+  and whether JD(U) was to join hands with BJP again, Singh said neither there was a rift nor was any plan of going with the saffron party. ""We are the followers of Jayaprakash Narayan and Mahatma Gandhi and stick to our decision,"" he added.",city,toi,http://timesofindia.indiatimes.com//city/patna/JDU-opposes-bandh-called-by-opposition-against-demonetisation/articleshow/55642332.cms,patna
2016-11-28 13:19:00,Demonetisation hits Lhasa Market business,"Patna: The Tibetan refugees, who make a living by selling winter clothes at the Lhasa Market here from mid October to January end every year, are facing a tough time because of poor cash flow in the market due to the demonetisation of Rs500 and Rs1,000 notes. While some have lost hopes, others expect good business once the mercury dips further.  ""We are also bearing the brunt of demonetisation. There has been over 50% drop in sales post-demonetisation. It's a double whammy for us as we are yet to recover from the poor business in the last two years due to comparatively warm winter. I have stock of jackets, blankets and woollens gathering dust. The season seems to be a washout this year, too. However, I hope the situation will improve when mercury drops further,"" said Rigzin Topgyal, who was manning one of the shops at the Lhasa Market.  When asked why are they not opting for cashless transactions, he said, ""This market is for a short period of about three months and it's not practically possible to manage card payments at a short notice. Moreover, we work a cash-and-carry business. It is difficult for small traders like us, who move from one place to another, to have card swipe machines for cashless transactions.""  Not only Topgyal, but almost all the shopkeepers in the market, have little knowledge of card based transactions. They prefer cash business and avoid using technology.  Dolma, who was manning another shop, said people usually buy clothes for coming years to avoid price escalation, but no one is doing so this time. ""Some people are coming with currency of Rs2000 denomination, making it difficult for us to provide change. I don't know what will happen,"" said Wandu, another shopkeeper in the market.",city,toi,http://timesofindia.indiatimes.com//city/patna/Demonetisation-hits-Lhasa-Market-business/articleshow/55654648.cms,patna
2017-01-29 07:21:00,Javed Akhtar clarifies statement on demonetisation affecting 'Rock On 2' collections,"Bollywood lyricist and former Rajya Sabha MP Javed Akhtar today said it would be 'stupid' for him to say that 'Rock On 2's box office performance was affected due to demonetisation. ""If I say demonetisation has affected one particular film (Rock 2) that will be a stupid statement,"" he told reporters here. ""Obviously for a while, this move shrunk the spending capacity of the people, which was reflected on everything. I am not talking about one film trivializing a national issue,"" he said.    Akhtar said society was left with 16 per cent of the currency after government scrapped Rs 500 and Rs 1,000 notes, which formed 84 per cent of notes, from November 8. ""However, it is obviously filling the gap very fast and quickly things are coming back to normalcy,"" he said.  Javed Akhtar: Standard of Bollywood music has droppedRevered lyricist and poet Javed Akhtar on Friday said the standards of modern day Bollywood music have dropped and that is a reflection of contemporary society.  There were reports that Akhtar had allegedly attributed the poor box office performance of 'Rock On 2' due to demonetisation. Replying to a query, Akhtar said he was a big fan of singer Kishore Kumar because he had tremendous appeal which no other singer had.    Javed Akhtar said, ""I am a great fan of Kishore Kumar.By saying I am not undermining other singers because Rafi sahab, Mukeshji, Talat Mehmood, Manna Dey - all of these singers have rendered immortal songs.I feel the kind of appeal Kishore Kumar had, nobody had.""    In the women's category, he said ""there is no one like Lata Mangeshkar and Asha Bhosle is known for her versatility."" Among music directors, Akhtar said he rated the late RD Burman highly and of the present lot, Shankar Mahadevan.    Talking about Javed Akhtar, Shankar Mahadevan said, ""He has been a friend, philosopher and mentor. From day one when I came into the film industry I have been working with him (Akhtar).We have been working together since 20 plus years.""    The interaction with the media was organised by Royal Stag Barrel Select perfect Strokes.  Javed Akhtar debuted as lyricist with Silsila02:17TOP Stories Of The Day - March 16120TOP Stories Of The Day - March 16With the onset of the World T20, actor Sushant Singh Rajput unveiled the teaser of his new Bollywood film ""M.S. Dhoni - The Untold Story"", a biopic on Indian cricket team captain Mahendra Singh Dhoni.TOP Stories Of The Day - March 16Telugu television anchor Nirosha committed suicide by hanging herself at a hostel in Hyderabad.TOP Stories Of The Day - March 16US Republican presidential front-runner Donald Trump won a crucial nominating contest in Florida on March 15, 2016 (Tuesday), knocking rival Marco Rubio out of the race, but lost Ohio to John Kasich in a mixed result that set the stage for a long, bitter fight.TOP Stories Of The Day - March 16Veteran Bollywood actor Anupam Kher on Wednesday said chanting ""Bharat Mata Ki Jai"" should be the ""only definition"" of nationalism for those living in India. ""The only definition of nationalism for Bharatwasis (Indians) should be 'Bharat Mata Ki Jai'. Rest all are escape routes,"" tweeted the actor.TOP Stories Of The Day - March 16Despite India saying no to Free Basics and going for net neutrality, the social networking giant eyes big growth in Asia than any other parts of the world, a top Facebook executive told the Wall Street Journal (WSJ) on Tuesday.TOP Stories Of The Day - March 16Breaking a three-year dry spell for Indian-Americans, two 17-year-old high school students have won the top prize of $150,000 with their medical-related projects in the prestigious Intel Science Talent Search contest, the society for Science and Public (SSP) announced on Tuesday.TOP Stories Of The Day - March 16Delhi Chief Minister Arvind Kejriwal on Wednesday accused the BJP of shielding those ""who raised anti-national slogans” on the Jawaharlal Nehru University campus in Delhi.TOP Stories Of The Day - March 16Australian officials leading the search into missing Malaysia Airlines flight MH370 on Wednesday expressed doubt that the debris found recently on the Reunion Island in the Indian Ocean is part of the missing plane.TOP Stories Of The Day - March 16Air India is expected to record an operating profit of Rs.8 crore in the current fiscal, the first time in eight years for the national carrier since the erstwhile Indian Airlines merged into Air India, parliament was informed on Tuesday.TOP Stories Of The Day - March 16A powerful bomb ripped through a bus carrying government employees in Pakistan's Peshawar city on March 16, 2016 (Wednesday), killing at least 15 people and injuring 30 others.TOP Stories Of The Day - March 16The Rajya Sabha on Wednesday witnessed acrimonious scenes during the zero hour over a sting operation in West Bengal as members from the Trinamool Congress and the Communist Party of India-Marxist exchanged heated words.TOP Stories Of The Day - March 16Actor Charlie Sheen has filed court documents to reduce the $50,000 he is required to pay every month towards child support to former wife Denise Richards.TOP Stories Of The Day - March 16Toshiba Group's water services company UEM India has bagged a Rs 132.6 crore contract to supply sewerage system in Sahibganj, Jharkhand.TOP Stories Of The Day - March 16A national-level Kabaddi player was shot dead by two armed assailants in Rithal village of Rohtak, with the murder captured on a CCTV installed at a house near the crime spot.	The 24-year-old player Sukhvinder Singh was returning home after practice when he was shot dead on Tuesday evening.TOP Stories Of The Day - March 16Javed Akhtar was on a song on Tuesday when he turned a staid, sedate farewell speech to colleagues in Rajya Sabha to a withering criticism of those who feel 'ashamed' of saying 'Bharat Mata ki Jai'. With apparently Lok Sabha MP Asaduddin Owaisi in his crosshairs, he asked the ""mohalla leader from Hyderabad"" if the argument against shouting the slogan is that the Constitution does not stipulate it, the same can be applied to the sherwani. ""Does Constitution stipulate that one should wear sherwani?"" he asked.TOP Stories Of The Day - March 16The trial court on Wednesday reserved until March 18, its order on the bail pleas of JNU students Umar Khalid and Anirban Bhattacharya in a sedition case, after the Delhi police strongly opposed bail for the students.TOP Stories Of The Day - March 16Saudi Arabia has proposed a ""NATO-like"" military alliance of Islamic countries to combat terrorism, it has been reported. The proposed alliance would not be against any particular country but would combat terrorism and threats like ISIS, Pakistani news channel Dunya News reported.TOP Stories Of The Day - March 16Bengaluru-based techie Roshy John and his friends have developed India's first driverless car — Tata Nano Autonomous. The car is yet to be tested on the road, and John is hoping to get permission from the traffic police soon.TOP Stories Of The Day - March 16The law on sedition is under review of the Law Commission and the home ministry has asked for a report on the issue as soon as possible, minister of state for home Kiren Rijiju informed the Rajya Sabha on Wednesday.	Rijiju also admitted in the upper house that the cases of sedition were often found to be violative of the right to freedom of speech.TOP Stories Of The Day - March 16Sending a tough signal that it expects its MPs to take work seriously, BJP has dropped nearly a dozen members, including Vinod Khanna, S S Ahluwalia, Dushyant Singh, Ramesh Pokhriyal and Varun Gandhi, from three parliamentary panels — all but one for inadequate attendance.",entertainment,toi,http://timesofindia.indiatimes.com//entertainment/hindi/bollywood/news/Javed-Akhtar-clarifies-on-demonetisation-reference-to-Rock-On-2/articleshow/55647433.cms,
2016-11-27 15:29:00,"Protest over demonetisation tomorrow, no Bharat bandh: Congress","NEW DELHI: Congress on Sunday made it clear it has not called for a '  Bharat bandh  ' on Monday, but will hold protests across the country against demonetisation, which it alleged ""was a political move being sold as a fight against corruption"".    Speaking to reporters in Delhi, party leader Jairam Ramesh said  Prime Minister Narendra Modi  believes in ""dhamaka"" politics and the decision to scrap high-value currency notes was taken because he had seen the ""writing on the wall"" in Uttar Pradesh, where polls are due next year.    He claimed that  Rs 1,000 and Rs 500 notes  were scrapped to cover up the government's failure to deliver on the Prime Minister's big electoral promise of bringing back black money stashed abroad and Modi wanted to do something ""dramatic"".    ""It is a political move which is being sold as a fight against corruption,"" Ramesh said hitting out at the Centre.    He said people who have amassed wealth by illegal means are not suffering, but those who do not have black money are facing hardships.    ""Unfortunately, people who needed to be attacked have gone scot-free,"" he said, adding that one section of ""suited-booted"" people was still leading a life of luxury.    Ramesh, a former Union Cabinet minister, claimed that BJP was spreading misinformation that Congress and other parties have called for a 'Bharat bandh'.    The Opposition parties will hold protests across the country by observing ""Jan Aakrosh Diwas"", he said.    Taking a swipe at the Modi government, he said economic activity has anyway come to a standstill since November 9.    Asked what will be the Opposition's strategy in Parliament, Ramesh said a debate will happen if the Prime Minister participates in it.    The Congress leader also questioned government's preparedness to bring in new currency notes, saying that according to estimates, it may take up to 250 days to print new notes and bring economy back on the track.    He also criticised the Prime Minister's call for a ""cashless"" or ""lesscash"" society, saying that in India, a majority of people use cash for daily transactions.""    ""Such things take time and cannot be forced by giving shocks,"" Ramesh said.",city,toi,http://timesofindia.indiatimes.com//city/delhi/Protest-over-demonetisation-tomorrow-no-Bharat-bandh-Congress/articleshow/55649473.cms,delhi
2016-11-27 11:43:00,Poster on demonetisation released,"VISAKHAPATNAM: Sujana Chowdary, Union minister of state for science and technology, released a poster on demonetisation highlighting the merits of the decision taken by Prime Minister Narendra Modi on November 8. The poster was designed by the Public Relations Society (PRSI) of Visakhapatnam chapter.    The poster pointed out that the positive effects such as reduction of inflation, benefits of healthcare to poor, containment of funds to terrorist activities. Counterfeit currency would lose its circulation, the poster added.    PRSI Visakhapatnam chapter will organise campaigns, publicity events, hoardings, posters and take up the lead role in creating bridge between the government's efforts and the public.",city,toi,http://timesofindia.indiatimes.com//city/visakhapatnam/Poster-on-demonetisation-released/articleshow/55642144.cms,visakhapatnam
